rater_id,expertise,source,question_id,pass,set,order,llm_author,story_file,obs_id,dimension,author_gpt_vs_claude,author_gemini_vs_claude,end_score,end_score_c
R_8p2snaCUa6Zbxsd,non-expert,LLM,3,0,2.0,Human_first,gpt,gpt_story_2.txt,145,Fluency3,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,4,1,2.0,Human_first,Human,human_story_2.txt,146,Fluency4,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,4,1,2.0,Human_first,gpt,gpt_story_2.txt,147,Fluency4,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,5,1,2.0,Human_first,Human,human_story_2.txt,148,Fluency5,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,5,1,2.0,Human_first,gpt,gpt_story_2.txt,149,Fluency5,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,6,1,2.0,Human_first,Human,human_story_2.txt,150,Flexibility1,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,6,0,2.0,Human_first,gpt,gpt_story_2.txt,151,Flexibility1,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,7,1,2.0,Human_first,Human,human_story_2.txt,152,Flexibility2,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,7,0,2.0,Human_first,gpt,gpt_story_2.txt,153,Flexibility2,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,8,1,2.0,Human_first,Human,human_story_2.txt,154,Flexibility3,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,8,0,2.0,Human_first,gpt,gpt_story_2.txt,155,Flexibility3,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,9,1,2.0,Human_first,Human,human_story_2.txt,156,Originality1,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,9,0,2.0,Human_first,gpt,gpt_story_2.txt,157,Originality1,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,10,0,2.0,Human_first,Human,human_story_2.txt,158,Originality2,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,10,1,2.0,Human_first,gpt,gpt_story_2.txt,159,Originality2,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,11,1,2.0,Human_first,Human,human_story_2.txt,160,Originality3,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,11,0,2.0,Human_first,gpt,gpt_story_2.txt,161,Originality3,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,12,0,2.0,Human_first,Human,human_story_2.txt,162,Elaboration1,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,12,0,2.0,Human_first,gpt,gpt_story_2.txt,163,Elaboration1,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,13,0,2.0,Human_first,Human,human_story_2.txt,164,Elaboration2,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,13,0,2.0,Human_first,gpt,gpt_story_2.txt,165,Elaboration2,1,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,Human,14,1,2.0,Human_first,Human,human_story_2.txt,166,Elaboration3,0,0,2.2,-0.7557522123893805
R_8p2snaCUa6Zbxsd,non-expert,LLM,14,0,2.0,Human_first,gpt,gpt_story_2.txt,167,Elaboration3,1,0,2.2,-0.7557522123893805
R_8nrPbAMWxNe01Dr,non-expert,Human,1,1,12.0,LLM_first,Human,human_story_12.txt,168,Fluency1,0,0,3.4,0.4442477876106192
R_8nrPbAMWxNe01Dr,non-expert,LLM,1,1,12.0,LLM_first,gpt,gpt_story_12.txt,169,Fluency1,1,0,3.4,0.4442477876106192
R_8nrPbAMWxNe01Dr,non-expert,Human,2,1,12.0,LLM_first,Human,human_story_12.txt,170,Fluency2,0,0,3.4,0.4442477876106192
R_8nrPbAMWxNe01Dr,non-expert,LLM,2,1,12.0,LLM_first,gpt,gpt_story_12.txt,171,Fluency2,1,0,3.4,0.4442477876106192
R_8nrPbAMWxNe01Dr,non-expert,Human,3,1,12.0,LLM_first,Human,human_story_12.txt,172,Fluency3,0,0,3.4,0.4442477876106192
R_8nrPbAMWxNe01Dr,non-expert,LLM,3,1,12.0,LLM_first,gpt,gpt_story_12.txt,173,Fluency3,1,0,3.4,0.4442477876106192
R_8nrPbAMWxNe01Dr,non-expert,Human,4,1,12.0,LLM_first,Human,human_story_12.txt,174,Fluency4,0,0,3.4,0.4442477876106192
R_8nrPbAMWxNe01Dr,non-expert,LLM,4,1,12.0,LLM_first,gpt,gpt_story_12.txt,175,Fluency4,1,0,3.4,0.4442477876106192
